scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_08_02_Szocsi-13h_52_14,img257.png,282.5413424671731,392.38932789809485,,,,,,,,,,,,,,,,,,,,,,,,,229.74637602065278,293.2497519871349,275.7391171469667,290.2824783660824,325.7588724732805,285.61961981871417
labeled-data,2023_08_02_Szocsi-13h_52_14,img268.png,297.00621216134493,432.198517523958,,,,,,,,,,,,,,,,,,,,,,,,,217.17161155700896,329.83874406631537,271.5187919039564,320.9550703557567,313.585599768661,319.90993227216154
labeled-data,2023_08_02_Szocsi-13h_52_14,img303.png,255.02804506031947,214.21179773146048,277.7064934497922,244.94427452093294,249.30544593400393,193.01698615251397,242.94700246031996,193.01698615251397,247.18596477610927,186.65854267883003,253.7563563655827,190.26166064725092,251.00103086031964,200.85906643672416,287.4561067761076,177.96866993146193,277.4945453340028,186.44659456304055,281.0976633024237,173.9416557314621,293.3906540182127,172.2460708051464,288.515847355055,183.47932094198802,,,,,308.86286647084364,140.02995720514767,335.9922252918952,152.53489603672614
labeled-data,2023_08_02_Szocsi-13h_52_14,img324.png,376.63065323231575,171.4016911670995,370.26695753782195,210.07338038748483,340.8057139095366,149.48025981229694,329.11464128652494,146.38556411797032,342.00920667955256,142.25930319220146,352.32485899397466,154.1223033537869,339.6022211395207,155.84157873952392,391.52433778877867,152.74688304519728,384.8191637844043,154.63808596950798,391.1804827116312,144.1505061165122,402.3557727189218,149.99604242801806,394.27517840595783,159.28012951099794,298.1450943462165,139.69781277598673,329.76052137496964,118.27248206228629,391.16238378618436,123.49817248026199,411.0200073744921,140.74295085958187
labeled-data,2023_08_02_Szocsi-13h_52_14,img344.png,430.0746084551498,147.0787576192339,419.3619430982996,184.96501314955785,387.7465160695465,127.22113403092615,375.7274281082024,123.04058169654559,388.2690851113441,119.64388292486134,398.72046594729557,129.31141019811645,386.96266250685017,133.491962532497,434.777729831328,136.10480774148488,429.81332393425106,133.491962532497,436.86800599851824,129.31141019811645,443.13883450008916,136.62737678328244,438.95828216570857,143.94334336844847,338.88631066147354,113.37305442329048,368.1501770021375,100.3088283783512,,,,
labeled-data,2023_08_02_Szocsi-13h_52_14,img357.png,403.42358732347367,132.1855399280031,400.2881730726882,170.59436450012464,370.5017376902266,116.24718415317713,358.4826497288825,113.1117699023917,371.285591252923,107.88607948441599,380.69183400527925,116.50846867407591,368.9340305648339,122.51801265474799,420.66836570279355,118.33746032036743,413.09111459672874,118.59874484126621,420.4070811818948,110.49892469340384,431.11974653874495,117.81489127856986,422.7586418699839,124.86957334283707,331.8316285972063,103.70552715003541,365.79861631404845,86.72203329161432,414.92010624302026,89.33487850060219,441.30984285379765,105.27323427542812
labeled-data,2023_08_02_Szocsi-13h_52_14,img369.png,367.1050389185424,144.46591241024603,364.2309091886558,181.56831437787363,337.8411725778784,127.74370307272372,325.0382310538379,126.4372804682298,339.4088797032711,120.16645196665894,348.8151224556274,129.57269471901523,338.62502614057473,134.79838513699096,389.05293867404043,128.0049875936225,379.9079804425829,128.78884115631888,388.2690851113441,120.42773648755772,400.549457593587,125.13085786373586,391.1432148412307,134.53710061609218,304.91932294463135,114.94076154868321,338.10245709877717,95.86699152307183,386.44009346505254,96.91212960666698,415.181390763919,114.94076154868321
labeled-data,2023_08_02_Szocsi-13h_52_14,img374.png,333.13805120170025,136.10480774148488,334.9670428479917,175.29748587630277,306.2257455491253,123.04058169654559,294.20665758778114,122.51801265474799,305.7031765073277,116.76975319497473,315.63198830148156,124.3470043010395,307.5321681536192,130.61783280261037,357.6987961661861,117.81489127856986,348.8151224556274,121.21159005025407,355.6085199989958,110.23764017250505,369.1953150857327,114.94076154868321,361.6180639796679,124.86957334283707,273.56518043677704,114.41819250688565,305.4418919864289,90.6413011050961,353.77952835270435,85.15432616622161,385.6562399023562,103.18295810823784
labeled-data,2023_08_02_Szocsi-13h_52_14,img387.png,241.5982523077122,167.12406464585703,261.94527142350086,202.73134809848716,,,,,,,,,,,283.5639792340263,135.75574350901618,272.33072909718464,143.38587567743693,279.325016918237,128.76145568796383,290.9821632866576,129.82119626691116,283.5639792340263,140.20665394059495,,,,,306.03047950770963,103.53962990901748,339.09438557086617,112.22950265638556
labeled-data,2023_08_02_Szocsi-13h_52_14,img406.png,351.5993244024446,159.4939324774363,349.05594701297105,197.00874897217165,320.44295138139324,138.93496524585817,308.3619087813937,135.96769162480564,321.2907438445511,131.5167811932269,331.6762015182349,142.3261350984896,321.5026919603406,147.2009417616473,371.0985510550754,142.75003133006854,362.1967301919179,143.59782379322638,369.61491424454914,134.69600293006886,381.27206061296977,138.29912089848978,372.15829163402276,149.95626726691034,283.98787546560527,123.88664902480613,318.53541833928807,106.50690353006999,363.8923151182336,109.68612526691197,391.65751828665356,128.12561134059544
labeled-data,2023_08_02_Szocsi-13h_52_14,img414.png,321.5026919603406,168.6077014563833,322.7743806550774,204.85082925638181,302.63930965507814,149.95626726691034,290.55826705507866,147.41288987743678,303.6990502340255,142.53808321427908,308.99775312876216,149.53237103533144,301.15567284455193,158.8580881300679,353.29490932876035,146.7770455300684,341.6377629603397,148.89652668796305,351.1754281708657,139.3588614774371,363.25647077086523,142.53808321427908,354.1427017919182,154.40717769848914,277.84138010771073,141.05444640375282,307.7260644340254,116.68041308796433,352.4471168656025,116.25651685638539,386.5707635077064,133.42431423533208
