scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_07_31_Bob-14h_47_55,img171.png,271.5193050613409,372.68425131504284,,,,,,,,,,,,,,,283.82889570485935,332.97589440046715,287.0055642580254,314.71005021976237,306.0655755770217,310.342130959159,,,,,269.1368036464664,265.4716876456885,311.22766197591653,254.7504312787531,350.53893532134646,253.55918057131586
labeled-data,2023_07_31_Bob-14h_47_55,img191.png,211.1626025511859,327.4167244324266,221.8838589181213,349.65340430458895,170.6600784983187,289.29670179443394,159.14465499309176,290.88503607101694,168.67466065258992,279.36961256579,179.79300058867113,288.5025346561424,172.6454963440475,298.8267074539321,235.38470026907703,274.60460973604097,221.8838589181213,278.17836185835273,230.61969743932798,265.07460407654276,242.53220451370066,266.6629383531258,240.14970309882614,281.75211398066455,128.56922016886853,265.07460407654276,155.9679864399257,232.116667837445,225.06052747128734,215.83624150246897,263.9747172475715,230.9254171300077
labeled-data,2023_07_31_Bob-14h_47_55,img197.png,267.9455529390291,308.75379668257597,269.5338872156121,333.3729779696129,221.8838589181213,263.8833533691055,205.20634901399956,265.4716876456885,219.89844107239253,257.9270998319191,234.19344956163977,266.26585478398005,225.06052747128734,280.56086327322726,285.02014641229664,254.35334770960736,271.91638863048667,259.91251767764794,283.0347285665678,246.4116763266922,295.74140277923203,248.79417774156676,288.1968149654627,266.6629383531258,167.48340994515266,240.0583392203601,204.8092654448538,211.0712386727199,270.7251379230494,198.36456446005567,298.9180713323981,211.0712386727199
labeled-data,2023_07_31_Bob-14h_47_55,img209.png,96.99189926346608,399.60717371811546,139.18768882186828,410.2366474236672,,,,,,,,,,,123.08242563163842,353.8682262578627,115.99610982793729,359.66612100634546,118.25084667456946,347.7482262455754,127.59189932490278,345.8155946627478,127.26979406109817,360.6324367977593,,,102.46768874814421,297.8219103558629,130.49084669914416,284.2934892760698,165.92242571764982,287.8366471779203
labeled-data,2023_07_31_Bob-14h_47_55,img221.png,28.110067313361697,449.3382114785178,79.99866297615719,455.21239211958897,,,,,,,,,,,,,,,28.110067313361697,397.44961581572227,39.36891354208146,393.53349538834146,44.26406407630745,413.1140975252454,,,,,34.96327806127809,344.58199004608156,57.970485572140234,334.302173924207
labeled-data,2023_07_31_Bob-14h_47_55,img227.png,19.78831140517751,433.6737297689946,69.22933180086,433.6737297689946,,,,,,,,,,,,,,,19.298796351754916,384.7222244267347,28.110067313361697,380.8061039993539,33.984247954432874,393.0439803349189,,,,,14.403645817528925,333.3231438173618,48.669699557110846,326.46993306944546
labeled-data,2023_07_31_Bob-14h_47_55,img256.png,70.6978769611278,252.06364494921038,78.53011781588938,291.2248492230183,61.787444064465205,231.79418352044593,52.90377035390648,232.05546804134474,62.04872858536399,223.95564789348236,70.14854873322635,231.79418352044593,59.95845241817369,241.20042627280225,120.83774578759083,231.27161447864836,106.4670971381576,234.145744208535,120.31517674579327,224.21693241438115,133.90197183253014,230.7490454368508,123.4505909965787,239.8940036683083,52.3812013121089,214.02683609932848,82.69020573636809,197.56591128270497,142.26307650129127,204.88187786787097,177.79777134352616,228.3974847487617
labeled-data,2023_07_31_Bob-14h_47_55,img270.png,139.12766225050586,270.98686165526385,135.20839443702408,300.51201251682664,113.78306372332362,236.23602037572527,100.45755315748553,233.88445968763622,116.39590893231149,229.70390735325566,125.27958264287021,243.5519869608913,112.21535659793089,248.25510833706943,174.92364161363952,247.2099702534743,160.03042392240872,248.77767737886703,174.40107257184195,239.8940036683083,184.32988436599584,246.9486857325755,177.2752023017286,255.57107492223545,80.59992956917779,211.9365599321382,122.14416839208478,196.25948867821103,180.6719010734128,208.27857663955518,209.6744828931781,234.4070287294338
labeled-data,2023_07_31_Bob-14h_47_55,img336.png,42.19110499705624,272.8158533015553,69.88726421232757,310.9633933527781,,,,,,,,,,,92.61901753052194,241.461710793701,82.69020573636809,243.5519869608913,91.05131040512923,234.145744208535,102.8091138455746,238.58758106381435,91.8351639678256,247.2099702534743,,,,,127.36985881006048,208.01729211865643,159.2465703597124,216.90096582921512
labeled-data,2023_07_31_Bob-14h_47_55,img389.png,104.98865039631201,405.42610416946604,121.97214425473308,429.72556461305317,89.8341481841824,359.7013130121785,75.20221501385039,359.7013130121785,90.35671722597999,353.6917690315064,97.4113992902472,364.6657189092555,89.57286366328361,374.5945307034093,148.88444990730804,354.99819163600034,133.20737865338089,359.9625975330773,145.22646661472504,346.3758024463404,158.81326170146193,348.2047940926319,151.75857963719469,367.53984863914206,73.11193884666011,323.9053336490448,98.71782189474112,299.6058732054577,157.76812361786676,300.65101128905286,194.6092410645956,314.2378063757898
labeled-data,2023_07_31_Bob-14h_47_55,img419.png,235.89219536660377,312.40881472949826,237.19861797109772,345.5919488836441,206.36704450504098,278.96439605445363,195.65437914819074,277.39668892906093,207.93475163043368,271.64842946928763,217.0797098618912,284.45137099332817,207.6734671095349,290.4609149740002,269.33661404164843,280.00953413804876,258.10137964300066,284.19008647242936,269.0753295207496,271.9097139901864,279.7879948775999,279.22568057535244,270.6430366461424,292.28990662029173,174.2290484344903,262.7647557587289,209.50245875582638,244.21355477491508,267.79095040557524,244.3057156175828,303.0643607269114,267.03746893577716
labeled-data,2023_07_31_Bob-14h_47_55,img431.png,27.217855471998234,427.1746482671931,66.83680291996365,443.9241219850321,,,,,,,,,,,,,,,38.169434441354525,382.4020165983542,47.188381827883234,381.1135955431358,47.83259235549244,397.5409639971702,,,,,64.58206607333148,326.6778059601589,90.67259244150381,330.54306912581404
