scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_07_31_Bob-14h_44_14,img195.png,356.17554398087907,255.37750003730577,354.95430324042815,295.06782410196075,315.87459954599865,218.12965745355262,302.1356412159258,217.51903708332716,315.5692893608859,210.8022130108471,330.22417824629696,226.98365282182183,316.17990973111137,231.8686157836255,384.56939119636303,216.29779634287627,370.83043286629015,222.7093102302436,383.95877082613754,208.97035190017073,395.86586804553406,214.46593523219988,386.4012523070394,229.42613430272368,271.6046227046527,203.16945838302883,317.4011504715623,173.554370427094,376.02070601320656,171.7225093164176,413.2685485969597,199.50573616167608
labeled-data,2023_07_31_Bob-14h_44_14,img225.png,278.6267569622455,184.2402269060395,293.2816458476566,233.7004768943019,263.6665578917217,190.65174079340684,257.5603541894671,197.67387505099967,263.9718680768344,181.79774542513766,,,,,327.78169676539517,169.58533802062848,314.34804862043495,174.77561116754492,325.3392152844933,163.17382413326115,339.3834837996789,168.97471765040302,329.30824769095875,175.99685190799585,,,,,338.4675532443407,152.7932778394283,382.7375300856866,172.6384398717558
labeled-data,2023_07_31_Bob-14h_44_14,img240.png,307.3259143628422,182.40836579536315,308.5471551032931,227.28896300693455,280.1533078878092,176.912782463334,269.16214122375084,177.21809264844674,280.76392825803464,171.11188894619212,289.6179236263038,176.912782463334,280.1533078878092,183.9349167209268,343.3525162061444,174.16499079731943,332.0560393569734,175.38623153777036,342.1312754656935,167.44816672483938,352.817131944639,172.9437500568685,345.18437731682076,182.10305561025044,246.2638773402961,185.46146764649043,278.6267569622455,155.84637969055558,351.59589120418815,155.23575932033015,385.18001156658846,184.24022690603954
labeled-data,2023_07_31_Bob-14h_44_14,img245.png,418.4588217438761,241.33323152212017,388.84373378794123,284.07665743790244,377.5472569387702,197.6738750509997,363.8082986086973,191.8729815338578,382.1269097154612,191.56767134874508,388.84373378794123,207.13849078949434,372.9676041620793,206.8331806043816,427.9234374823708,227.5942731920473,422.4278541503416,222.40400004513089,433.72433099951263,222.09868986001814,437.3880532208654,234.92171763475284,,,318.92770139712593,166.83754635461392,371.4410532365156,163.17382413326115,,,,
labeled-data,2023_07_31_Bob-14h_44_14,img261.png,362.8923680533592,238.89075004121833,357.7020949064427,277.6651435505351,331.14010880163517,201.33759727235247,318.0117708417877,198.89511579145062,334.19321065276245,195.23139357009785,343.6578263912571,208.97035190017073,328.3923171356206,213.24469449174896,396.1711782306468,212.9393843066362,382.7375300856866,214.77124541731263,396.78179860087226,204.6960093085925,409.60482637560693,213.24469449174896,396.4764884157595,225.15179171114545,292.3657152923184,183.9349167209268,339.99410416990435,161.95258339281023,396.1711782306468,172.9437500568685,431.2818495186108,207.7491111597198
labeled-data,2023_07_31_Bob-14h_44_14,img289.png,429.75529859304714,252.01908800106574,,,388.5384236028285,206.52787041926888,374.79946527275564,199.81104634678883,391.2862152688431,199.20042597656334,401.3614513775632,217.5190370833272,386.4012523070394,217.21372689821445,440.74646525710546,234.00578707941463,434.64026155485084,230.03675467294914,445.93673840402187,226.37303245159637,449.2951504402619,241.02792133700743,440.44115507199274,244.08102318813474,331.7507291718606,175.6915417228831,383.3481504559121,166.53223616950118,432.8084004441744,186.68270838694139,,
labeled-data,2023_07_31_Bob-14h_44_14,img347.png,370.21981249606466,167.14285653972664,370.21981249606466,222.7093102302436,328.3923171356206,156.15168987566835,313.4321180650968,160.42603246724656,328.3923171356206,150.04548617341374,343.0472060210317,158.5941713565702,329.91886806118424,167.14285653972664,396.1711782306468,158.28886117145746,384.87470138147575,160.7313426523593,395.56055786042134,150.9614167287519,409.60482637560693,165.31099542905025,395.86586804553406,169.28002783551574,279.23737733247094,167.44816672483935,323.2020439887042,135.6959074731154,393.4233865646322,137.22245839867904,424.56502544613073,167.14285653972664
labeled-data,2023_07_31_Bob-14h_44_14,img361.png,486.05560860606704,299.2427732566144,452.6535624765019,332.3156666857139,445.02080784868366,242.24916207745835,433.4190208143999,234.6164074496401,450.51639118071284,236.7535787454292,452.6535624765019,249.5766065201639,437.9986735910909,254.7668796670803,,,,,,,,,,,380.29504860478477,192.17829171897054,433.1137106292872,191.56767134874508,474.5898242676427,219.58574522124547,,
labeled-data,2023_07_31_Bob-14h_44_14,img381.png,522.2633486221438,329.41588993667835,,,483.0382969380606,272.6904305781581,472.4987245088294,262.3996342948986,488.17798389594054,261.33350150505606,492.41694621172985,278.28935076821324,479.48811114857244,284.0119498945288,,,,,,,,,,,419.06944211410155,220.26682874934176,465.78190043634936,215.99248615776355,,,,
labeled-data,2023_07_31_Bob-14h_44_14,img419.png,445.63142821890915,228.20489356227276,440.44115507199274,274.91735188452054,401.05614119245047,207.7491111597198,387.0118726772649,209.27566208528344,401.9720717477887,201.03228708723975,414.79509952252334,213.5500046768617,400.44552082222503,220.57213893445447,466.69783099168757,215.99248615776355,454.79073377229105,217.21372689821445,466.0872106214621,208.665041715058,477.6889976557458,219.04558800889086,468.5296921023639,229.42613430272368,349.76403009351174,209.88628245550893,393.1180763795195,183.93491672092682,459.67569673409474,187.5986389422796,492.26641289212364,216.01430000709593
labeled-data,2023_07_31_Bob-14h_44_14,img433.png,368.99857175561374,211.7181435661853,375.10477545786836,254.4615694819676,338.7728634294534,200.726976902127,324.11797454404234,202.25352782769068,338.162243059228,191.8729815338578,351.2905810190754,201.03228708723975,340.60472454012984,212.02345375129804,404.71986341380324,190.95705097851962,391.2862152688431,195.53670375521057,402.5826921180141,183.93491672092682,419.68006248432704,192.17829171897054,409.2995161904942,204.08538893836703,304.88343288194034,204.085388938367,343.3525162061444,173.85968061220672,405.94110415425416,167.14285653972664,446.8526689593601,192.4836019040833
labeled-data,2023_07_31_Bob-14h_44_14,img446.png,353.7330624999772,197.6738750509997,358.0074050915555,241.6385417072329,324.4232847291551,187.5986389422796,308.2418449181804,189.43050005295595,323.5073541738169,179.96588431446133,337.5516226890025,188.20925931250505,324.4232847291551,200.11635653190154,389.4543541581667,179.96588431446133,374.4941550876429,182.7136759804759,387.0118726772649,172.33312968664308,401.9720717477887,180.57650468468677,394.03400693485764,191.56767134874508,289.6179236263038,196.45263431054875,328.3923171356206,164.7003750588248,386.4012523070394,156.7623102458938,429.75529859304714,185.46146764649046
