scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_08_07_Leo-13h_27_11,img191.png,387.52500471729525,236.94381213895718,385.17344402920617,262.5496951870382,362.96425975280937,205.85095415200163,355.38700864674456,202.7155399012162,363.48682879460694,202.19297085941864,370.0189418170766,207.41866127739436,361.6578371483155,208.72508388188828,413.1308877653763,211.86049813267374,403.9859295339188,213.950774299864,412.8696032444775,207.67994579829315,422.014561475935,209.24765292368585,412.8696032444775,216.04105046705428,323.2490125761939,194.0931507115563,352.51287891685797,171.62268191426068,424.1048376431253,180.50635562481938,441.0883315015464,202.19297085941864
labeled-data,2023_08_07_Leo-13h_27_11,img218.png,392.2281260934734,191.4803055025684,389.35399636358676,221.52802540592882,368.71251921258266,179.1999330203255,357.73856933483364,176.06451876954003,370.28022633797536,172.66781999785582,378.38004648583774,179.72250206212306,368.4512346916839,183.64176987560484,419.92428530874474,182.0740627502121,408.68905091009697,181.81277822931332,419.66300078784593,174.49681164414733,430.8982351864937,179.72250206212306,420.4468543505423,185.47076152189635,331.34883272405625,185.7320460427951,355.38700864674456,163.00029272460074,434.2949339581779,163.26157724549952,452.84613494199175,181.29020918751576
labeled-data,2023_08_07_Leo-13h_27_11,img242.png,389.35399636358676,245.8274858495159,367.14481208718996,269.86566177220425,367.66738112898753,205.06710058930528,361.13526810651786,199.84141017132956,369.7576572961778,201.4091172967223,374.9833477141535,213.42820525806644,365.838389482696,210.81536004907858,410.5180425563884,228.06013842839846,401.6343688458297,230.4116991164875,410.77932707728723,223.3570170522203,419.4017162669471,228.06013842839846,410.77932707728723,233.02454432547538,330.8262636822587,174.49681164414733,366.3609585244936,169.2711212261716,421.7532769550362,205.06710058930528,,
labeled-data,2023_08_07_Leo-13h_27_11,img276.png,400.5892307622346,205.32838511020407,401.6343688458297,234.8535359717669,366.0996740035948,185.47076152189635,355.1257241258458,183.90305439650362,366.0996740035948,180.24507110392062,378.38004648583774,187.56103768908662,368.9738037334815,191.4803055025684,416.2663020161617,178.4160794576291,406.59877474290664,183.90305439650362,413.39217228627507,172.9291045187546,424.6274066849229,173.97424260234976,419.92428530874474,183.90305439650362,326.38442682697934,182.3353472711109,350.1613182287689,160.38744751561288,420.9694233923399,155.42304161853593,436.1239256044695,168.48726766347522
labeled-data,2023_08_07_Leo-13h_27_11,img304.png,359.82884550202397,178.15479493673033,374.46077867235596,213.68948977896522,346.50333493618587,171.62268191426068,333.70039341214533,172.9291045187546,343.36792068540046,167.1808450589813,351.206456312364,170.05497478886795,346.24205041528705,178.4160794576291,394.0571177397649,156.99074874392866,382.56059882021833,162.47772368280317,389.092711842688,150.1973512005602,404.24721405481756,150.7199202423578,396.66996294875275,161.9551546410056,,,,,412.6083187235787,133.47514186303792,440.0431934179512,148.6296440751675
labeled-data,2023_08_07_Leo-13h_27_11,img320.png,356.6934312512385,133.7364263839367,346.24205041528705,170.8388283515643,,,,,,,,,,,,,,,392.4894106143722,132.95257282124035,398.760239115943,139.2234013228112,385.434728550105,141.57496201090026,,,,,439.2593398552549,143.40395365719178,445.268883835927,177.10965685313516
labeled-data,2023_08_07_Leo-13h_27_11,img336.png,282.84050632444786,328.46383482373653,312.1520853306662,332.9733085170009,,,,,,,,,,,,,283.16261158825245,287.2343610567481,293.14787476619495,286.59015052913895,294.43629582141335,294.64278212425387,,,,,301.20050636130986,229.8996240995299,324.71419061904544,212.50593985408165,,
labeled-data,2023_08_07_Leo-13h_27_11,img388.png,531.1836647177921,265.65330838184013,,,,,508.3141909876657,226.03436093387472,516.3668225827806,226.03436093387472,,,511.5352436257117,236.66383463942645,,,,,,,,,,,471.59419091394165,192.85751876200126,493.4973488526542,186.73751874971393,,,,
labeled-data,2023_08_07_Leo-13h_27_11,img400.png,574.0236648038035,269.1964662836907,,,,,554.6973489755277,233.12067673757588,,,,,,,,,,,,,,,,,519.9099804846312,200.91015035711618,536.3373489386656,198.655413510484,,,,
labeled-data,2023_08_07_Leo-13h_27_11,img423.png,,,,,,,,,,,,,,,,,,,,,,,,,592.9354013008905,298.55806273461525,618.3901840788657,294.1524272538119,,,,
labeled-data,2023_08_07_Leo-13h_27_11,img455.png,,,,,,,616.4321238651753,264.2920089950333,630.6280604144306,268.2081294224141,,,616.4321238651753,280.93552081140166,,,,,,,,,,,557.2008024010408,200.65505205009543,608.1103679569911,218.277593973309,,,,
