scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_08_02_Leo-13h_43_16,img191.png,,,,,426.18159522243616,273.92506749589836,410.3984372960109,272.63664644067995,421.9942267929764,268.12717274741556,441.9647531488614,273.28085696828913,427.14791101385,278.7566464529673,488.99212166433256,255.24296219523174,480.29527954160847,261.04085694371446,487.059490081505,249.445067446749,502.19843748032105,251.055593765772,496.4005427318383,268.7713832750248,362.7268582529306,265.87243590078344,391.0721214677351,235.91664636695592,470.95422689127514,214.97980421965715,494.4679111490107,222.06612002335825
labeled-data,2023_08_02_Leo-13h_43_16,img210.png,545.0384375663324,312.2555938886454,,,,,,,,,,,,,,,,,,,,,,,495.1121216766199,218.2008568577031,514.7605427687004,224.96506739759965,,,,
labeled-data,2023_08_02_Leo-13h_43_16,img217.png,593.1940481898125,291.7517542602463,567.2497503584148,312.80090155741806,,,,,,,,,,,,,,,,,,,,,536.4103019927911,207.06565001813667,553.0538138091595,212.93983065920784,,,,
labeled-data,2023_08_02_Leo-13h_43_16,img230.png,,,623.5561578551101,300.6949557859915,,,,,,,,,,,,,,,,,,,,,598.8142021774577,190.8648110705587,618.7284591862999,193.88212273856504,,,,
labeled-data,2023_08_02_Leo-13h_43_16,img273.png,490.79444446282866,362.8515761469233,,,,,,,,,,,,,,,,,,,,,,,478.1217354572018,204.14098240978683,522.7779481436964,224.6587017522303,578.8999451686154,265.6941404371173,,
labeled-data,2023_08_02_Leo-13h_43_16,img278.png,424.4135877666879,152.84668405367808,410.5339540938585,196.89943440657146,400.1351841925049,125.21490809981313,390.1736227504,119.49230897349757,402.0427172346101,119.49230897349757,408.6131088240835,129.24192229981298,398.2276511503997,131.78529968928655,463.29572269776554,141.7468611313914,451.8505244451344,141.95880924718088,463.71961892934445,135.81231388928637,478.34403891881755,141.95880924718088,462.8718264661866,147.68140837349642,368.3429668240851,106.56347391034019,398.0157030346103,99.56918608928784,477.52566210353456,114.51791432818689,497.3798405608224,141.12251346095258
labeled-data,2023_08_02_Leo-13h_43_16,img302.png,,,,,431.12494966030107,259.03751908761575,421.4617917461632,250.01857170108704,437.88916020019764,253.239624339133,442.72073915726656,268.70067700175366,427.58179175845055,269.98909805697207,480.0849497585998,285.45015071959267,472.0323181634849,284.8059401919835,480.72916028620904,278.68594017969616,489.10389714512854,285.1280454557881,479.11863396718604,293.5027823147076,392.1502127399449,193.328045271478,439.177581255416,203.3133084494205,488.4596866175193,224.5722558605239,,
labeled-data,2023_08_02_Leo-13h_43_16,img337.png,,,,,365.09337058035874,281.90699281774215,349.6323179177381,279.33015070730534,364.1270547889449,276.431203333064,377.0112653411288,284.1617296643743,362.83863373372657,287.70488756622484,427.58179175845055,284.4838349281789,417.596528580508,285.4501507195927,426.29337070323214,279.33015070730534,436.9228444087838,281.2627822901329,428.8702128136689,289.95962441285707,315.4891599544508,253.239624339133,347.0554758073013,243.2543611611905,428.54810754986437,247.76383485445487,438.85547599161146,255.49436118576517
labeled-data,2023_08_02_Leo-13h_43_16,img406.png,369.35487590861044,207.57437143340744,364.5232969515415,239.7848978138671,348.0959284975071,186.31542402230403,341.00961269380593,182.77226612045345,352.28329692696684,179.22910821860287,358.0811916754496,189.53647666035,345.5190863870703,192.43542403459136,397.700139123415,196.9448977278557,388.68119173688626,196.30068720024653,396.7338233320012,189.21437139654537,408.65171809277126,197.26700299166032,399.310665442438,204.03121353155686,324.2601389759669,172.46489767870636,355.50434956501283,159.90279239032708,404.78645492711615,168.2775292492466,427.3338233934379,191.46910824317757
labeled-data,2023_08_02_Leo-13h_43_16,img432.png,375.1066653406973,214.24240498499796,375.3186134564868,242.43150438499686,343.52639608806703,189.44447543763056,331.44535348806755,187.11304616394642,345.4339291301722,183.0860319639466,353.6999056459614,191.35200847973573,343.7383442038565,198.34629630078808,396.30147691964385,191.14006036394625,386.12796736174954,191.77590471131467,394.8178401091176,183.29798007973605,406.05109024595924,189.44447543763056,397.3612174985912,199.19408876394596,307.071320172279,177.9992771849994,343.52639608806703,155.32082879552667,385.28017489859167,155.10888067973718,417.0723922670114,176.9395366060521
