scorer,,,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk,tinsttk
labeled-data,2023_08_02_Bob-14h_03_39,img187.png,,,,,424.38391962040373,200.9878709602183,413.1486852217559,198.11374123033167,424.38391962040373,194.45575793774867,433.2675933309624,203.33943164830737,422.816212495011,206.9974149408904,,,,,,,,,,,360.10792747930236,197.0686031467365,396.9490449260312,181.13024737191057,,,,
labeled-data,2023_08_02_Bob-14h_03_39,img205.png,373.17215352424165,261.3445952878379,383.3622498392943,296.0954365673764,353.5758144568327,240.70311813683378,341.2954419745897,239.13541101144108,353.31452993593393,232.6032979889714,362.7207726882902,242.00954074132773,353.8370989777315,251.6770680145828,403.219873427602,230.25173730088233,390.41693190356153,234.95485867706049,402.6973043858045,222.67448619481755,414.9776768680474,226.8550385291981,406.0940031574887,239.13541101144108,332.411768264031,228.42274565459084,358.27893583301085,204.6458542528013,436.1417230608491,192.62676629145716,,
labeled-data,2023_08_02_Bob-14h_03_39,img214.png,381.5332581930028,267.35413926851,389.63307834086515,299.7534198599594,358.5402203539096,242.5321097831253,347.8275549970594,241.48697169953016,358.27893583301085,234.95485867706049,366.9013250226708,243.31596334582164,359.5853584375048,252.46092157727915,412.10354713816076,235.21614319795927,399.8231746559178,238.87412649054227,409.49070192917293,227.37760757099568,422.03235893231465,233.38715155166778,415.2389613889462,242.27082526222648,337.1148896402092,227.90017661279327,360.63049652109993,202.55557808561105,427.51933387118913,199.94273287662315,,
labeled-data,2023_08_02_Bob-14h_03_39,img257.png,502.9702200939182,271.80996398887623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2023_08_02_Bob-14h_03_39,img272.png,419.8670620323322,217.05206914209478,410.2039041181944,257.3152271176694,381.85864090338987,199.01417436903736,370.58495667022896,194.504700675773,382.82495669480363,191.28364803772703,392.48811460894154,202.87943753469253,382.82495669480363,206.1004901727385,,,,,,,,,,,326.7786407928038,192.5720690929454,362.53232507511404,172.6015427370604,,,,
labeled-data,2023_08_02_Bob-14h_03_39,img305.png,,,,,,,498.9934083702541,253.6677677322801,507.3545130390153,254.45162129497646,,,503.69652974643225,266.99327829811824,,,,,,,,,,,459.01687667273984,219.96206453633675,479.1357847819463,216.56536576465248,,,,
labeled-data,2023_08_02_Bob-14h_03_39,img328.png,460.3232992772338,250.7936380023935,,,422.9596127887073,221.79105618262824,412.5082319527559,219.43949549453916,424.5273199141001,216.30408124375373,432.36585554106364,222.8361942662234,421.3919056633146,230.41344537228818,467.90055038329854,226.75546207970515,462.41357544442405,227.27803112150275,469.9908265504888,220.22334905723548,476.78422409385723,224.40390139161607,471.29724915498275,231.4585834558833,371.2252776507477,207.420407533195,406.4986879720838,186.25636134039334,462.9361444862216,190.43691367477393,,
labeled-data,2023_08_02_Bob-14h_03_39,img395.png,274.8270960220111,299.72193129053204,308.10295020095714,321.9764834484259,,,,,,,,,,,305.77152092727306,262.8429591431651,297.08164817990496,268.9894545010596,299.2011293377996,256.0606194379022,311.70606816937806,258.6039968273758,306.4073652746414,272.380624353691,,,,,340.9336400992461,217.5071797264884,379.8650337131652,221.94901658176778
labeled-data,2023_08_02_Bob-14h_03_39,img446.png,214.99450102603117,293.01840626623755,,,,,,,,,,,,,,,,,238.55608557845034,264.84046598571416,246.47517570269753,266.4242840105636,240.02677374438196,274.9090234293999,,,,,281.60138935584155,234.05954229926624,314.0956941462711,245.92254246085167
labeled-data,2023_08_02_Bob-14h_03_39,img476.png,321.9888191343384,213.95372280312327,332.6182928398901,244.87582812836456,308.0920707841249,214.62179392334116,298.9783018051779,217.80101566018317,306.82038208938815,207.2036098707099,314.4505142578089,209.95893537597294,,,354.93260437359675,200.20932204965752,342.6396136578078,202.54075132334165,353.0250713314915,191.7313974180789,365.31806204728053,198.30178900755234,356.416241184123,205.2960768286047,,,,,374.85572725780645,184.31321336544764,401.1372936157002,205.50802494439415
